author,desc,rating,reviews,title,totalratings,New_genre,Business,Classics,Comics,Contemporary,Crime,Fantasy,Fiction,History,Horror,Humor,Manga,Mystery,Nonfiction,Philosophy,Poetry,Psychology,Religion,Romance,Science,Suspense,Thriller
Richard L. Kagan,"This engrossing book examines the particular importance of cities in Spanish and Hispanic-American culture as well as the different meanings that artists and cartographers invested in their depiction of New and Old World cities and towns. Kagan maintains that cities are both built structures and human communities, and that representations of the urban form reflect both points of view. He discusses the peculiar character of Spain's ""empire of towns""; the history and development of the cityscape as an independent artistic genre, both in Europe and in the Americas; the interaction between European and native mapping traditions; differences between European maps of urban America and those produced by local residents, whether native or creole; and the urban iconography of four different New World towns. Lavishly illustrated with a variety of maps, pictures, and plans, many reproduced here for the first time, this interdisciplinary study will be of interest to general readers and to specialists in art history, cartography, history, urbanism, and related fields.",3.33,0,"Urban Images Of The Hispanic World, 1493 1793",6,History,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Herman Brusselmans,,3.37,0,Dagboek van een vermoeide egoÃ¯st,131,Fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolai Gogol,This clear print title is set in Tiresias 13pt font for easy reading,3.88,33,Taras Bulba and Other Tales,615,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert T. Muller,"A large segment of the therapy population consist of those who are in denial or retreat from their traumatic experiences. Here, drawing on attachment-based research, the author provides clinical techniques, specific intervention strategies, and practical advice for successfully addressing the often intractable issues of trauma.,Trauma and the Avoidant Client, will enhance the skills of all mental health practitioners and trauma workers, and will serve as a valuable, useful resource to facilitate change and progress in psychotherapy.",4.38,15,Trauma and the Avoidant Client: Attachment-Based Strategies for Healing,180,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eleanor H. Porter,"The orphan girl Pollyanna moves in with her strict aunt in New England. Despite a difficult start, Pollyanna's exuberance and positivity affect everyone who meets her, and she spreads joy and love wherever she goes. But when tragedy strikes, Pollyanna finds her optimistic attitude tested, and she must learn to find happiness again.,A heartwarming tale that has become one of the most loved children's stories of all time, Eleanor H. Porter's 1913 best-sellerâ€”the first in a long series of Pollyanna novels by the author and other writersâ€”is a beautiful story with a powerful moral message.",3.98,2260,Pollyanna,78955,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John le CarrÃ©,"A modern classic in which John le CarrÃ© expertly creates a total vision of a secret world, ,Tinker, Tailor, Soldier, Spy, begins George Smiley's chess match of wills and wits with Karla, his Soviet counterpart. ,It is now beyond a doubt that a mole, implanted decades ago by Moscow Centre, has burrowed his way into the highest echelons of British Intelligence. His treachery has already blown some of its most vital operations and its best networks. It is clear that the double agent is one of its own kind. But which one? George Smiley is assigned to identify him. And once identified, the traitor must be destroyed.",4.03,4360,"Tinker, Tailor, Soldier, Spy",81877,Fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mary Brave Bird,Richard Erdoes,Mary Crow Dog","The dramatic, brutally honest, and ultimately triumphant sequel to the bestselling American Book Award winner ""Lakota Woman,"" this book continues Mary Brave Bird' s courageous story of life as a Native American in a white-dominated society.",3.88,25,Ohitika Woman,367,Nonfiction,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Timur Kuran,"Preference falsification, according to the economist Timur Kuran, is the act of misrepresenting one's wants under perceived social pressures. It happens frequently in everyday life, such as when we tell the host of a dinner party that we are enjoying the food when we actually find it bland. In ,Private Truths, Public Lies, Kuran argues convincingly that the phenomenon not only is ubiquitous but has huge social and political consequences. Drawing on diverse intellectual traditions, including those rooted in economics, psychology, sociology, and political science, Kuran provides a unified theory of how preference falsification shapes collective decisions, orients structural change, sustains social stability, distorts human knowledge, and conceals political possibilities.,A common effect of preference falsification is the preservation of widely disliked structures. Another is the conferment of an aura of stability on structures vulnerable to sudden collapse. When the support of a policy, tradition, or regime is largely contrived, a minor event may activate a bandwagon that generates massive yet unanticipated change.,In distorting public opinion, preference falsification also corrupts public discourse and, hence, human knowledge. So structures held in place by preference falsification may, if the condition lasts long enough, achieve increasingly genuine acceptance. The book demonstrates how human knowledge and social structures co-evolve in complex and imperfectly predictable ways, without any guarantee of social efficiency.,Private Truths, Public Lies, uses its theoretical argument to illuminate an array of puzzling social phenomena. They include the unexpected fall of communism, the paucity, until recently, of open opposition to affirmative action in the United States, and the durability of the beliefs that have sustained India's caste system.",4.21,17,"Private Truths, Public Lies: The Social Consequences of Preference Falsification",124,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JosÃ© LuÃ­s Peixoto,,3.83,18,Gaveta de PapÃ©is,213,Poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Larry Wilson,Hersch Wilson","In 1999, this best-selling title won both the Benjamin Franklin and ForeWord Magazine Business Book of the Year awards. Now you can put this powerful resource to work in your search for fulfilment in your professional and personal life .",4.08,11,Play to Win: Choosing Growth Over Fear in Work and Life,142,Business,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abigail Barnette,"When Julien Auvrey promises to help his goddaughter snag a prince, he has no idea that the squalling infant he held in his arms nineteen years ago has turned into a beautiful young woman. Once he sees JosÃ©phine, he knows that sheâ€™s just what the prince wants in a womanâ€¦and just the type of woman that Julien wants in his bed. But Julien is a life-long bachelor, and JosÃ©phine deserves more than just a brief affair. With his help, sheâ€™ll blossom into a wife fit for the princeâ€”in and out of the bedchamber.,JosÃ©phine ThÃ©venet wants nothing more than to be quit of her fatherâ€™s crumbling house, her stepmotherâ€™s temper, and her two obnoxious stepsisters. Notorious seducer Julien Auvrey appeals to her desire for escape, and plenty of her other desires, as well. When etiquette lessons turn to carnal instruction, JosÃ©phine fears she will lose her heart before she can win the prince.,Julien canâ€™t deny the raw heat between him and JosÃ©phine, but he also canâ€™t deny the promise he made to her father. To possess JosÃ©phine, Julien must betray his friend, and give up his own life of indulgence. Can he truly ask JosÃ©phine to turn her back on the chance to be princess for nights of endless pleasure? Can he trust himself to love her as she deserves?",3.31,14,Glass Slipper,135,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Homer,William Bedell Stanford","A substantial introduction covers many of the questions that lie behind the poem, including a thorough summary of Homeric grammar; the text is elucidated with full annotations, indexes and bibliography.",4.09,51,Odyssey Iâ€“XII,1663,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traci Harding,"Taking risks is second nature to Taren, but this could be more than she can handle ...,Amidst a raging space-quake and shrouded by celestial mist, the lost world Maladaan appears in the Esh-mah star system hurtling towards the sun. Taren Lennox and Lucian Gervaise, floating adrift through space on AMIE, are rescued by the immortal psychics of a utopian planet. But their saviours believe Taren and Lucian to be incarnations of their great ancestors, come to help them remove this new, aggressive neighbour from their universe.,Aided by her new allies, Taren seeks to retrieve her lost memories from the Maladaan Secret Serviceâ€²s memory banks - discovering the way to return Maladaan to its rightful universe and future lies ten years in her past ...",4.17,16,The Universe Parallel,326,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christine Alexander,Mason Kunze","This book presents the remarkable personal journals of a German soldier who participated in Operation Barbarossa and subsequent battles on the Eastern Front, revealing the combat experience of the German-Russian War as seldom seen before.,Hans Roth was a member of the anti-tank (Panzerjager) battalion, 299th Infantry Division, attached to Sixth Army, as the invasion of Russia began. Writing as events transpired, he recorded the mystery and tension as the Germans deployed on the Soviet frontier in June 1941. Then a firestorm broke loose as the Wehrmacht tore across the front, forging into the primitive vastness of the East. ,During the Kiev encirclement, Roth's unit was under constant attack as the Soviets desperately tried to break through the German ring. At one point, after the enemy had finally been beaten, a friend serving with the SS led him to a site where he witnessed civilians being massacred en masse (which may well have been Babi Yar). After suffering through a horrible winter against apparently endless Russian reserves, his division went on the offensive again, this time on the northern wing of ""Case Gelb,"" the German drive toward Stalingrad.,In these journals, attacks and counterattacks are described in ""you are there"" detail, as Roth wrote privately, as if to keep himself sane, knowing that his honest accounts of the horrors in the East could never pass through Wehrmacht censors. When the Soviet counteroffensive of winter 1942 begins, his unit is stationed alongside the Italian 8th Army, and his observations of its collapse, as opposed to the reaction of the German troops sent to stiffen its front, are of special fascination.,Rothâ€™s three journals were discovered many years after his disappearance, tucked away in the home of his brother, with whom he was known to have had a deep bond. After his brotherâ€™s death, his family discovered them and quickly sent them to Rosel, Rothâ€™s wife. In time, Rosel handed down the journals to Erika, Rothâ€™s only daughter, who had meantime immigrated to America.,Hans Roth was doubtlessly working on a fourth journal before he was reported missing in action in July 1944 during the battle known as the Destruction of Army Group Center. Although Rothâ€™s ultimate fate remains unknown, what he did leave behind, now finally revealed, is an incredible firsthand account of the horrific war the Germans waged in Russia.",4.12,43,"Eastern Inferno: The Journals of a German Panzerjager on the Eastern Front, 1941-43",819,History,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthur Conan Doyle,Kyle Freeman","Eccentric, arrogant, and ingenious, Sherlock Holmes remains the world's most popular and influential fictional detective. In four novels and fifty-six short stories, Holmes with his trusted friend Dr. Watson, steps from his comfortable quarters at 221B Baker Street into the swirling fog of London. Combining detailed observation with brilliant deduction, Holmes rescues the innocent, confounds the guilty, and solves the most perplexing puzzles crime has to offer.,Volume I of The Complete Sherlock Holmes begins with Holmes's first appearance, A Study in Scarlet, a chilling murder novel complete with bloodstained walls and cryptic clues. This is followed by the baffling The Sign of Four, which introduces Holmes's cocaine problem and Watson's future wife. Volume I also includes the story collections The Adventures of Sherlock Holmes and The Memoirs of Sherlock Holmes, and concludes with the tale ""The Final Problem,"" in which Conan Doyle, tired of writing Holmes stories, kills off his famed sleuth.,(back cover)",4.49,468,"The Complete Sherlock Holmes, Volume I",29575,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andersen Prunty,"The papers call it â€œThe Suicide Virus.â€ The teenagers of Gethsemane, Ohio, are killing themselves at an alarming rate., ,Steven Wrigley is trying to survive his senior year of high school, still reeling from the death of his mother and adjusting to life with his father. Along the way, he meets a girl who becomes another kind of obsession: Elise Devon.,Eliseâ€™s secrets keep her distanced from everyone. She has a special place she calls the Obscura. She goes there when she is depressed or angry. The Obscura makes her feel like nothing sheâ€™s ever felt before. When she loses herself to the Obscura, she fears she also gives herself to something much darker, something much more powerful. Something calling itself the Sorrow King.,Who is the Sorrow King?,He is carved from wood and bone.,He smells like wax, dead leaves, and memories.,He travels by moonlight and drinks the sorrow of others.,Can love exact vengeance on a monster made from madness, depression, and misery? Or will the Sorrow King bleed the town dry before satiating himself and moving on?",3.69,93,The Sorrow King,509,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jim  Murphy,"Describes the events of the Battle of Gettysburg in 1863 as seen through the eyes of two actual participants, nineteen-year-old Confederate lieutenant John Dooley and seventeen-year-old Union soldier Thomas Galway. Also discusses Lincolnâ€™s famous speech delivered at the dedication of the National Cemetery at Gettysburg.",3.71,20,The Long Road to Gettysburg,91,History,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana Mentink,"Someone wants to ensure that the flight bringing Maddie Lambert and a transplant organ to her father never reaches its destination. Someone who's desperate enough to sabotage the plane. In the aftermath of the crash, Maddie finds herself stranded on an isolated mountain with the last man she'd ever trust again--her ex-fiancï¿½, Dr. Paul Ford. He's the man she blames for her family's tragic loss, but now he's the only one who can get her to her father in time. Yet what neither of them knows is that the danger has just begun....",4.04,18,Turbulence,93,Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G.K. Chesterton,"""We wish you'd get rid of what you've got here, sir,"" he observed, digging doggedly. ""Nothing'll grow right with them here."" ""Shrubs!"" said the Squire, laughing. ""You don't call the peacock trees shrubs, do you? Fine tall trees -- you ought to be proud of them."" ""Ill weeds grow apace,"" observed the gardener. ""Weeds can grow as houses when somebody plants them."" Then he added: ""Him that sowed tares in the Bible, Squire."" ""Oh, blast your --"" began the Squire, and then replaced the more apt and alliterative word ""Bible"" by the general word ""superstition."" He was himself a robust rationalist, but he went to church to set his tenants an example. Of what, it would have puzzled him to say.",3.75,29,The Trees of Pride,246,Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Murathan Mungan,"Murathan Mungan 80'li yÄ±llarda, ÅŸiirinin ilk dÃ¶nemi diyebileceÄŸimiz beÅŸ kitap yayÄ±mladÄ±. 1990 tarihli MÄ±rÄ±ldandÄ±klarÄ±m bir anlamda bu dÃ¶nemi mÃ¼hÃ¼rlÃ¼yor.,bir yÄ±l daha bitiyor,Ä°ÅŸte bu kadar duru, bu kadar yalÄ±n,bu kadar el deÄŸiÅŸmiÅŸ,sÄ±radan bir gerÃ§eÄŸi daha ,kollarÄ± baÄŸlÄ± hayatÄ±mazÄ±n,bir ÅŸiire nasÄ±l dahil edilir bir yÄ±lÄ±n son gÃ¼nleri,her sonda, her baÅŸlangÄ±Ã§ta ve her defasÄ±nda,alÄ±r gibi bir baÅŸkasÄ±nÄ± karÅŸÄ±mÄ±za,perdeler Ã§ekip, Ä±ÅŸÄ±klar sÃ¶ndÃ¼rÃ¼p,oturup yataÄŸÄ±n iÃ§inde bir baÅŸÄ±mÄ±za sorgulamak kendimizi,Ã¶ÄŸrenmek ikizin anadilini, ikinci belleÄŸimizi,Ã¶ÄŸrenmek kendimizle hesaplaÅŸmanÄ±n buzul iliÅŸkilerini,bu aynalarÄ±n dehlizlerinde gezinirken gÃ¶rÃ¼rÃ¼z,karanlÄ±k gÃ¼nlerimizin kenar sÃ¼slerini,biterken yÄ±lÄ±n son gÃ¼nleri,biliyoruz takvimler belirlemez deÄŸiÅŸimin mevsimlerini,genÃ§lik ikindilerini,kargnmÄ±ÅŸ bir Ã§ocuktuk bÃ¼yÃ¼dÃ¼ÄŸÃ¼mÃ¼zden beri.",4.15,14,MÄ±rÄ±ldandÄ±klarÄ±m,165,Poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Laura Caldwell,"Keep your friends close and your enemies closer. But what if you can't tell which is which?,When attorney Izzy McNeil's home is broken into, right after her boyfriend, Theo, moves in, she ignores the coincidence. When Theo is arrested on charges of fraud, she wants to believe he's innocent. But when a neighbor is found dead, she can't ignore that something is very, very wrong.,Izzy also can't forget how Theo was inexplicably turned down for a mortgage. Or his recent moody silences. Or how a stranger warned her that Theo needs to ""accept responsibility..."",Thrust into Theo's case, Izzy must walk the line between attorney and lover to prove that Theo is innocent. But only Izzy can decide whether trusting Theo will keep her safe...or throw her into unimaginable danger.",3.64,26,Question of Trust,168,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"David Hine,Scott McDaniel,Andy Owens","Batman must stop mass violence caused by an impostor posing as The Joker. A warped variation of the Joker drug has caused those who use it to suffer mental breakdowns and embrace anarchy and chaos. With riots cropping up throughout Gotham City, the citizens find themselves divided into two gangs: one led by a Batman impostor whose mission is to bring law and order back to the streets, the other led by a Joker impostor out to punish the innocent and set Gotham ablaze. And in the middle of it all is the real Dark Knight â€“ but can even Batman stop an entire city?",3.27,27,Batman: Impostors,197,Comics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matsuri Kouzuki,Naduki Koujima","Celestia and Hadesâ€”mystical realms inhabited by angels and demons. It is these supernatural beingsâ€™ duty to watch over the human realm, making sure we are neither too good nor too bad...,Kaie is just another demon trying to rise up in the ranks of demon society by working in the human world. Unfortunately, heâ€™s got one major thing going against him: his body, which looks like a manâ€™s but is actually hermaphroditic! Luckily for him it isnâ€™t permanent, and Kaie (with every intention of becoming a splendid man) has waited his entire life for the day when his sex would be decided one way or the other. But his plans hit a roadblock when he unwillingly gains the affections of Daina, the heir to the Celestial throne who happens to suffer from an unusual condition that alters his appearance depending on the time of day. Will Kaieâ€™s dreams of becoming a real man fade when the charming angelic heir is so insistent on making Kaie his wife?",3.37,7,Little Darling,81,Manga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Michael Quinlan,"This is the story of how four girls in Indiana went to a rock concert, drove around and then lured a 12-year-old girl into their car, torturing and eventually burning her to death. It explores the motives behind the killing, revealing how the girls wanted to be popular and loved - at any cost.",4.16,45,Little Lost Angel,462,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ann Rule,"Librarian's note: There is an Alternate Cover Edition for this edition of this book ,here,.,MORE THAN 20 MILLION COPIES OF ANN RULE'S BOOKS IN PRINT!, In this unnerving collection drawn from her personal crime files, ""America's best true-crime writer"" ,(Kirkus Reviews), Ann Rule brilliantly dissects the convoluted love affairs that all too often end in violence.,Expertly analyzing a shocking, headline-making case, Rule unmasks the deadly motives inside a seemingly idyllic marriage: a beautiful young wife, a rising star in America's top-ranked computer corporation, and a prosperous husband, the scion of a family building business. With an adorable son and a gorgeous home, the couple seemed to have it all. But a furtive evil permeated their days and nights, dragging them into a murky world of drugs, sordid sex, and con operations. In this realm, one of them would prove to be a virtual innocent, the other a manipulator with no conscience. Sudden, violent death brought their charade of a fairy-tale romance to a tragic end -- with a brutal crime that might never have come to light were it not for the stubborn detectives and prosecutors whose fight for justice spanned an entire decade.,Empty Promises, recounts several other cases where the search for love brought only lies and betrayal -- a cautionary primer, perhaps, for those who trust too much too soon. Powerful because they strike so close to home, the cases in ,Empty Promises, will leave readers shaken by the realities of love gone terribly -- and fatally -- wrong.",3.98,98,Empty Promises and Other True Cases,2519,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurel Bejancu,"The theory of foliations of manifolds was created in the forties of the last century by Ch. Ehresmann and G. Reeb [ER44]. Since then, the subject has enjoyed a rapid development and thousands of papers investigating foliations have appeared. A list of papers and preprints on foliations up to 1995 can be found in Tondeur [Ton97]. Due to the great interest of topologists and geometers in this rapidly ev- ving theory, many books on foliations have also been published one after the other. We mention, for example, the books written by: I. Tamura [Tam76], G. Hector and U. Hirsch [HH83], B. Reinhart [Rei83], C. Camacho and A.L. Neto [CN85], H. Kitahara [Kit86], P. Molino [Mol88], Ph. Tondeur [Ton88], [Ton97], V. Rovenskii [Rov98], A. Candel and L. Conlon [CC03]. Also, the survey written by H.B. Lawson, Jr. [Law74] had a great impact on the de- lopment of the theory of foliations. So it is natural to ask: why write yet another book on foliations? The answerisverysimple.Ourareasofinterestandinvestigationaredi?erent.The main theme of this book is to investigate the interrelations between foliations of a manifold on one hand, and the many geometric structures that the ma- foldmayadmitontheotherhand.Amongthesestructureswemention: a?ne, Riemannian, semi-Riemannian, Finsler, symplectic, and contact structures.",0.0,0,Foliations and Geometric Structures,0,Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miranda Lee,"""I'm not the baby's father!"",When a beautiful brunette wheeled a baby carriage into Dominic Hunter's office, he knew he could not have forgotten making love to her! But Tina was convinced that Dominic was Bonnie's fatherâ€”even if he did insist on denying paternityâ€”and she was determined to make this heartless seducer face up to fatherhood.,Heartless? Even Dominic couldn't resist baby Bonnie, whether she was his or not. Seducer? Suddenly Dominic couldn't resist being that, either; never before had he wanted a womanâ€”Tinaâ€”so much....",3.31,9,Facing up to Fatherhood,65,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Matthew Reilly,"Deep in the Arctic, a long-forgotten Soviet military base enshrouds a weapon of unimaginably destructive forceâ€”a Cold War doomsday device with the power to obliterate the planet. When a mysterious and brutal terrorist group known as the Army of Thieves seizes control of the remote base and unleashes the weapon upon an unsuspecting world, there is only one team close enough to sabotage them: a ragtag band of Marines and civilians led by Captain Shane Schofield, call sign â€œScarecrow.â€ Outnumbered, outgunned, and with the fate of humanity hanging in the balance, Scarecrow has only a few short hours to bring down the Army of Thievesâ€”or see the Earth go up in flames. ,Filled with nonstop action and told in Matthew Reillyâ€™s characteristically white-knuckle prose, Scarecrow Returns is a work of gripping suspense and complete exhilaration.",4.27,574,Scarecrow Returns,11353,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gemma Halliday,"Fashion designer turned amateur sleuth Maddie Springer can't wait to spend the holidays with her boyfriend, LAPD Detective Jack Ramirez. It's their first Christmas together, and Maddie wants it to be perfect. But between her zany family and wacky friends, Maddie's having a hard time finding alone time with her man. But come Christmas morning, this is one holiday she'll be sure to remember - naughty or nice!",3.53,190,Christmas in High Heels,3008,Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Winston Leyland,,4.07,3,Queer Dharma: Voices of Gay Buddhists,28,Religion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Charles M. Schulz,Al Roker","Charles Schulz enters his fourth decade as the greatest cartoonist of his generation, and ,Peanuts, remains as fresh and lively as it ever was.,(How do we know itâ€™s 1980? Well, for one thing Peppermint Patty gets herself those Bo-Derek-in-,10, cornrows â€” ,Peanuts,â€™ timelessness occasionally shows a crack!),That said, ,The Complete Peanuts 1979-1980, includes a number of classic storylines, including the month-long sequence in which an ill Charlie Brown is hospitalized (including a particularly spooky moment when he wonders if heâ€™s died and nobodyâ€™s told him yet), and an especially eventful trek with Snoopy, Woodstock, and the scout troop (now including a little girl bird, Harriet). And Snoopy is still trying on identities left and right, including the â€œworld-famous surveyor,â€ the â€œworld-famous census taker,â€ and Blackjack Snoopy, the riverboat gambler.,In other extended stories, Snoopy launches an ill-fated airline (with Lucy as the agent, Linus as the luggage handler, and Marcie as what it was still OK then to call the stewardess)â€¦ Peppermint Patty responds to being leaked upon by a ceiling by hiring a lawyer (unfortunately, she again picks Snoopy)â€¦ plus one of the great, forgotten romances of ,Peanuts, that will startle even long-time Peanuts connoisseurs: Peppermint Patty andâ€¦,â€œPig-Penâ€,?!",4.48,36,"The Complete Peanuts, Vol. 15: 1979-1980",512,Comics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer R. Hubbard,"Learning to live is more than just choosing not to die, as sixteen-year-old Ryan discovers in the year following his suicide attempt. Despite his motherâ€™s anxious hovering and the rumors at school, heâ€™s trying to forget the darkness from which he has escaped. But it doesnâ€™t help that heâ€™s still hiding guilty secrets, or that he longs for a girl who may not return his feelings. Then he befriends Nicki, who is using psychics to seek contact with her dead father. This unlikely friendship thaws Ryan to the point where he can face the worst in himself. He and Nicki confide in one another the things they never thought theyâ€™d tell anyoneâ€”but their confessions are trickier than they seem, and the fallout tests the bounds of friendship and forgiveness.",3.69,329,Try Not to Breathe,2876,Contemporary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Lileks,"WARNING:,This is not a cookbook. You'll find no tongue-tempting treats within -- unless, of course, you consider Boiled Cow Elbow with Plaid Sauce to be your idea of a tasty meal. No, The Gallery of Regrettable Food is a public service. Learn to identify these dishes. Learn to regard shivering liver molds with suspicion. Learn why curries are a Communist plot to undermine decent, honest American spices. Learn to heed the advice of stern, fictional nutritionists. If you see any of these dishes, please alert the authorities.,Now, the good news: laboratory tests prove that The Gallery of Regrettable Food AMUSES as well as informs. Four out of five doctors recommend this book for its GENEROUS PORTIONS OF HILARITY and ghastly pictures from RETRO COOKBOOKS. You too will look at these products of post-war cuisine and ask: ""WHAT WERE THEY THINKING?"" It's an affectionate look at the days when starch ruled, pepper was a dangerous spice, and Stuffed Meat with Meat Sauce was considered health food.,Bon appetit!,The Gallery of Regrettable Food is a simple introduction to poorly photographed foodstuffs and horrid recipes from the Golden Age of Salt and Starch. It's a wonder anyone in the 1940s, '50s, and '60s gained any weight. It isn't that the food was inedible; it was merely dull. Everything was geared toward a timid palate fearful of spice. It wasn't nonnutritious -- no, between the limp boiled vegetables, fat-choked meat cylinders, and pink whipped Jell-O desserts, you were bound to find a few calories that would drag you into the next day. It's just that the pictures are so hideously unappealing.,Author James Lileks has made it his life's work to unearth the worst recipes and food photography from that bygone era and assemble them with hilarious, acerbic commentary: ""This is not meat. This is something they scraped out of the air filter from the engines of the Exxon Valdez."" It all started when he went home to Fargo and found an ancient recipe book in his mom's cupboard: Specialties of the House, from the North Dakota State Wheat Commission. He never looked back. Now, they're not really recipe books. They're ads for food companies, with every recipe using the company's products, often in unexpected and horrifying ways. There's not a single appetizing dish in the entire collection.,The pictures in the book are ghastly -- the Italian dishes look like a surgeon had a sneezing fit during an operation, and the queasy casseroles look like something on which the janitor dumps sawdust. But you have to enjoy the spirit behind the books -- cheerful postwar perfect housewifery, and folks with the guts to undertake such culinary experiments as stuffing cabbage with hamburger, creating the perfect tongue mousse when you have the fellas over for a pregame nosh, or, best of all, baking peppers with a creamy marshmallow sauce. Alas, too many of these dishes bring back scary childhood memories.",4.11,181,The Gallery of Regrettable Food: Highlights from Classic American Recipe Books,1809,Humor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brian Masters,"On February 9th 1983 Dennis Nilsen was arrested at his Muswell Hill home, after human remains had been identified as the cause of blocked drains. ,Within days he had confessed to fifteen gruesome murders over a period of four years. His victims, all young homosexual men, had never been reported missing. Brian Masters, with Nilsen's full cooperation, has produced a unique study of a serial killer's mind, revealing the disturbing psychology of a mass murderer.",3.85,234,Killing for Company: The Case of Dennis Nilsen,2385,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodney Castleden,"Thoroughly researched, Rodney Castleden's ,Minoans: Life in Bronze Age Crete ,here sues the results of recent research to produce a comprehensive new vision of the peoples of Minoan Crete.,Since Sir Arthur Evans rediscovered the Minoans in the early 1900s, we have defined a series of cultural traits that make the Minoan personality: elegant, graceful and sophisticated, these nature lovers lived in harmony with their neighbours, while their fleets ruled the seas around Crete. This, at least, is the popular view of the Minoans. But how far does the later work of archaeologists in Crete support this view?,Drawing on his experience of being actively involved in research on landscapes processes and prehistory for the last twenty years, Castleden writes clearly and accessibly to provide a text essential to the study of this fascinating subject.,""",3.93,10,Minoans: Life in Bronze Age Crete,97,History,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert K. Ressler,Ann Wolbert Burgess,John E. Douglas","Who are the men committing the rising number of serial homicides in the U.S. -- and why do they kill? The increase in these violent crimes over the past decade has created an urgent need for more and better information about these men: their crime scene patterns, violent acts, and above all, their motivations for committing these shocking and repetitive murders.,This authoritative book represents the data, findings, and implications of a long-term F.B.I.-sponsored study of serial sex killers. Specially trained F.B.I. agents examined thirty-six convicted, incarcerated sexual murderers to build a valuable new bank of information which reveals the world of the serial sexual killer in both quantitative and qualitative detail. Data was obtained from official psychiatric and criminal records, court transcripts, and prison reports, as well as from extensive interviews with the offenders themselves.,Featured in this book is detailed information on the F.B.I.'s recently developed Violent Criminal Apprehension Program (VICAP) and a sample of an actual VICAP Crime Analysis Report Form.",4.15,35,Sexual Homicide: Patterns and Motives,835,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
